ano;idRegiaoBrasil;nomeRegiao;idCursos;nomeCurso;classes;idadeMedia;matriculas;evasao;
2014;4;Sudeste;xx006;Ensino Fundamental 5§ Ano;53663;10830;1178392;6478;
2014;5;Sul;xx006;Ensino Fundamental 5§ Ano;21005;10910;422870;1032;
2014;1;Norte;xx007;Ensino Fundamental 6§ Ano;15963;12880;387725;-11443;
2014;2;Nordeste;xx007;Ensino Fundamental 6§ Ano;42242;12730;1126509;-108824;
2014;3;Centro-Oeste;xx007;Ensino Fundamental 6§ Ano;10362;12190;260750;-17952;
2014;4;Sudeste;xx007;Ensino Fundamental 6§ Ano;43485;11950;1176807;-65797;
2014;5;Sul;xx007;Ensino Fundamental 6§ Ano;19271;12140;455921;-39659;
2014;1;Norte;xx008;Ensino Fundamental 7§ Ano;14191;13700;341997;50632;
2014;2;Nordeste;xx008;Ensino Fundamental 7§ Ano;38695;13570;1014699;172740;
2014;3;Centro-Oeste;xx008;Ensino Fundamental 7§ Ano;9616;13140;245607;14365;
2014;4;Sudeste;xx008;Ensino Fundamental 7§ Ano;46455;12870;1304593;50696;
2014;5;Sul;xx008;Ensino Fundamental 7§ Ano;18238;13110;430400;22903;
2014;1;Norte;xx009;Ensino Fundamental 8§ Ano;12907;14510;296900;55739;
2014;2;Nordeste;xx009;Ensino Fundamental 8§ Ano;34750;14400;885879;155989;
2014;3;Centro-Oeste;xx009;Ensino Fundamental 8§ Ano;9006;14090;226444;16382;
2014;4;Sudeste;xx009;Ensino Fundamental 8§ Ano;45365;13820;1286837;75599;
2014;5;Sul;xx009;Ensino Fundamental 8§ Ano;16022;14010;367717;38684;
2014;1;Norte;xx010;Ensino Fundamental 9§ Ano;12050;15460;280808;24217;
2014;2;Nordeste;xx010;Ensino Fundamental 9§ Ano;31862;15290;809018;91900;
2014;3;Centro-Oeste;xx010;Ensino Fundamental 9§ Ano;8722;15020;221251;10298;
2014;4;Sudeste;xx010;Ensino Fundamental 9§ Ano;44878;14770;1280517;54618;
2014;5;Sul;xx010;Ensino Fundamental 9§ Ano;15210;14730;359705;31632;
2014;1;Norte;xx011;Ensino M‚dio - 1¦ S‚rie;10009;17400;315582;-34873;
2014;2;Nordeste;xx011;Ensino M‚dio - 1¦ S‚rie;25422;17050;852816;-20510;
2014;3;Centro-Oeste;xx011;Ensino M‚dio - 1¦ S‚rie;8362;16460;257756;-23011;
2014;4;Sudeste;xx011;Ensino M‚dio - 1¦ S‚rie;40235;15960;1336447;-38462;
2014;5;Sul;xx011;Ensino M‚dio - 1¦ S‚rie;15550;16080;455549;-15804;
2014;1;Norte;xx012;Ensino M‚dio - 2¦ S‚rie;8192;18360;241411;70211;
2014;2;Nordeste;xx012;Ensino M‚dio - 2¦ S‚rie;21211;17920;668989;195060;
2014;3;Centro-Oeste;xx012;Ensino M‚dio - 2¦ S‚rie;6494;17250;188208;70381;
2014;4;Sudeste;xx012;Ensino M‚dio - 2¦ S‚rie;33981;16880;1069491;270185;
2014;5;Sul;xx012;Ensino M‚dio - 2¦ S‚rie;12637;16940;337283;112723;
2014;1;Norte;xx013;Ensino M‚dio - 3¦ S‚rie;7065;19530;207431;32764;
2014;2;Nordeste;xx013;Ensino M‚dio - 3¦ S‚rie;18783;19040;580914;102320;
2014;3;Centro-Oeste;xx013;Ensino M‚dio - 3¦ S‚rie;5562;18320;156710;28672;
2014;4;Sudeste;xx013;Ensino M‚dio - 3¦ S‚rie;29490;17830;913489;161855;
2014;5;Sul;xx013;Ensino M‚dio - 3¦ S‚rie;10925;17900;287643;52642;
2014;1;Norte;xx014;Ensino M‚dio - 4¦ S‚rie;6;26710;116;202138;
2014;2;Nordeste;xx014;Ensino M‚dio - 4¦ S‚rie;408;23910;9476;592291;
2014;3;Centro-Oeste;xx014;Ensino M‚dio - 4¦ S‚rie;33;31590;869;159337;
2014;4;Sudeste;xx014;Ensino M‚dio - 4¦ S‚rie;490;31150;15079;884338;
2014;5;Sul;xx014;Ensino M‚dio - 4¦ S‚rie;413;23200;7422;272593;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
