Year	ID_BRA	ID_HS	Exports	RegName	ExpSection
2011	1	1	1001497753000	Norte	Animal Prod
2011	1	2	837319862000	Norte	Vegetable Prod
2011	1	3	70509185000	Norte	Veg.&Animal derivatives
2011	1	4	220959315000	Norte	Food Kinds
2011	1	5	2093368008600	Norte	Mineral Prod
2011	1	6	1606004438000	Norte	Chemicals
2011	1	7	16840790000	Norte	Plastics and Rubbers
2011	1	8	32075244000	Norte	Animal
2011	1	9	480071906000	Norte	Wood Prod
2011	1	10	135094431000	Norte	Paper Prod
2011	1	11	1082659000	Norte	Textiles
2011	1	12	1198505000	Norte	Shoes, Hats and Similar
2011	1	13	3187291000	Norte	Articles of Stone and Other Materials
2011	1	14	83895468000	Norte	Precious metals
2011	1	15	1786440502000	Norte	Metals
2011	1	16	291382198000	Norte	Machines
2011	1	17	161006865000	Norte	Transports
2011	1	18	16175662000	Norte	Instruments
2011	1	19	0	Norte	Arms and Ammo
2011	1	20	39960471000	Norte	Miscelaneous
2011	1	22	82991026000	Norte	Not specified
