Year	ID_BRA	ID_HS	Exports	RegName	ExpSection
2009	2	1	123248077	Nordeste	Animal Prod
2009	2	2	1726680610	Nordeste	Vegetable Prod
2009	2	3	97071883	Nordeste	Veg.&Animal derivatives
2009	2	4	1714589174	Nordeste	Food Kinds
2009	2	5	1033488149	Nordeste	Mineral Prod
2009	2	6	1183033337	Nordeste	Chemicals
2009	2	7	649143551	Nordeste	Plastics and Rubbers
2009	2	8	223691261	Nordeste	Animal
2009	2	9	4681589	Nordeste	Wood Prod
2009	2	10	1285094796	Nordeste	Paper Prod
2009	2	11	437797429	Nordeste	Textiles
2009	2	12	441351672	Nordeste	Shoes, Hats and Similar
2009	2	13	34244600	Nordeste	Articles of Stone and Other Materials
2009	2	14	236521413	Nordeste	Precious metals
2009	2	15	1250901420	Nordeste	Metals
2009	2	16	133400572	Nordeste	Machines
2009	2	17	431848973	Nordeste	Transports
2009	2	18	4228091	Nordeste	Instruments
2009	2	19	0	Nordeste	Arms and Ammo
2009	2	20	19280402	Nordeste	Miscelaneous
2009	2	21	47656	Nordeste	Art and Antiques
