Year	ID_BRA	ID_HS	Exports	RegName	ExpSection
2012	5	1	5098991737200	Sul	Animal Prod
2012	5	2	5520655510800	Sul	Vegetable Prod
2012	5	3	1175415133000	Sul	Veg.&Animal derivatives
2012	5	4	5938922619600	Sul	Food Kinds
2012	5	5	518960376000	Sul	Mineral Prod
2012	5	6	1620642225000	Sul	Chemicals
2012	5	7	1713842443000	Sul	Plastics and Rubbers
2012	5	8	770755541000	Sul	Animal
2012	5	9	1293265760000	Sul	Wood Prod
2012	5	10	836225221000	Sul	Paper Prod
2012	5	11	581239171000	Sul	Textiles
2012	5	12	566486384000	Sul	Shoes, Hats and Similar
2012	5	13	285329816000	Sul	Articles of Stone and Other Materials
2012	5	14	85545887000	Sul	Precious metals
2012	5	15	873760051000	Sul	Metals
2012	5	16	4780445288000	Sul	Machines
2012	5	17	3717335319000	Sul	Transports
2012	5	18	140678682000	Sul	Instruments
2012	5	19	158599411000	Sul	Arms and Ammo
2012	5	20	667320005000	Sul	Miscelaneous
2012	5	21	1069708000	Sul	Art and Antiques
